edge_id,source_canonical_stock_id,target_canonical_stock_id,source_ticker,target_ticker,relation_type,evidence_text,filing_form,filing_date,accepted_at,accession_number,primary_document,confidence,confidence_tier,source_weight,base_weight,snapshot_weight,valid_from,valid_to,directed,source_name,source_record_id,source_url,extraction_method,mapping_status,temporal_status,validation_status
68d52097b7b2b15a1c74a26a06e10bf5abe9b2aeb156ff4a41f21c60fef71802,NASDAQ100:MTCH,NASDAQ100:EBAY,MTCH,EBAY,supplier,"In order to further strengthen our buyers’ confidence and trust in our services, we offer eBay Money Back Guarantee, which allows buyers to get their money back if the item they ordered does not arrive, is faulty or damaged, or if it does not match the listing. eBay Money Back Guarantee covers most items purchased on the eBay platform in a number of countries, including the U.S., the U.K., Germany and Australia, through a qualifying payment method.",10-K,2020-01-31,2020-01-31T21:53:51.000Z,0001065088-20-000006,ebay201910-k.htm,0.60,low,0.95,0.570000,0.002314,2020-01-31T21:53:51.000Z,,1,SEC EDGAR,0001065088-20-000006,https://www.sec.gov/Archives/edgar/data/1065088/000106508820000006/ebay201910-k.htm,deterministic explicit-entity and relation-pattern extraction v2,unique_nasdaq100_match,public_at_sec_acceptance,candidate_review_required
e53bdb80ece5a366a0389e3936cc1a8733ba8eebfe8fa58c55ec8b39730f4823,NASDAQ100:NFLX,NASDAQ100:CHTR,NFLX,CHTR,supplier,"Other online video business models and products have also developed, some offered by programmers that have not traditionally sold programming directly to consumers, including, (i) subscription video on demand (“SVOD”) services such as Netflix, Apple TV+, Amazon Prime, Hulu Plus, Disney+, HBO Now, CBS All Access, Starz and Showtime Anytime, (ii) ad-supported free online video products, including YouTube and Pluto TV, some of which offer programming for free to consumers that we currently purchase for a fee, (iii) pay-per-view products, such as iTunes and Amazon Instant, and (iv) additional offerings from mobile providers which continue to integrate and bundle video services and mobile products.",10-K,2020-01-31,2020-01-31T12:08:17.000Z,0001091667-20-000024,chtr12312019-10k.htm,0.60,low,0.95,0.570000,0.002314,2020-01-31T12:08:17.000Z,,1,SEC EDGAR,0001091667-20-000024,https://www.sec.gov/Archives/edgar/data/1091667/000109166720000024/chtr12312019-10k.htm,deterministic explicit-entity and relation-pattern extraction v2,unique_nasdaq100_match,public_at_sec_acceptance,candidate_review_required
6bc0cf5ac78233e819a2e76818304a13de1ad017e63e5908b67a8167dd64c0a3,NASDAQ100:AAPL,NASDAQ100:SIRI,AAPL,SIRI,supplier,"Our business depends, in part, on various third parties, including: • manufacturers that build and distribute satellite radios; • companies that manufacture and sell integrated circuits for satellite radios; • third-party software that we incorporate in and include with our apps and service; • programming providers, including agreements with owners of various copyrights in music, and on-air talent; • vendors that operate our call centers; • vendors that have designed or built, and vendors that support or operate, other important elements of our systems, including our satellites and cloud-based systems we use; • Apple, who distributes our apps through its App Store and who, in the case of our Pandora service, we rely on to collect fees and approve the terms of our consumer offers; and • Google, who distributes our apps through its App Store and who, in the case of our Pandora service, we rely on to collect fees and approve the terms of our consumer offers, and who plays an important role in the fulfillment of the ads we sell on our Pandora platform.",10-K,2020-02-04,2020-02-04T22:08:22.000Z,0000908937-20-000011,siri-20191231x10k.htm,0.60,low,0.95,0.570000,0.002350,2020-02-04T22:08:22.000Z,,1,SEC EDGAR,0000908937-20-000011,https://www.sec.gov/Archives/edgar/data/908937/000090893720000011/siri-20191231x10k.htm,deterministic explicit-entity and relation-pattern extraction v2,unique_nasdaq100_match,public_at_sec_acceptance,candidate_review_required
ad5d9754dfbe8a31d10279edbfbc65187973feda720e5cb22a8fc8058de5b8f2,NASDAQ100:AMD,NASDAQ100:MTCH,AMD,MTCH,customer,We work closely together with our customers to define solutions to precisely match the requirements of the device or application.,10-K,2020-02-04,2020-02-04T22:21:47.000Z,0000002488-20-000008,amdform10-kfy2019.htm,0.60,low,0.95,0.570000,0.002350,2020-02-04T22:21:47.000Z,,1,SEC EDGAR,0000002488-20-000008,https://www.sec.gov/Archives/edgar/data/2488/000000248820000008/amdform10-kfy2019.htm,deterministic explicit-entity and relation-pattern extraction v2,unique_nasdaq100_match,public_at_sec_acceptance,candidate_review_required
de4a692eb83460e5e38ab0475514effa9370fad8d2a403a41194e23c54163b12,NASDAQ100:MSFT,NASDAQ100:AMD,MSFT,AMD,supplier,"The success of our semi-custom SoC products is dependent on securing customers for our semi-custom design pipeline and consumer market conditions, including the success of the Sony PlayStation®4, Sony PlayStation®4 Pro, Microsoft® Xbox One™ S and Microsoft® Xbox One™ X game console systems worldwide.",10-K,2020-02-04,2020-02-04T22:21:47.000Z,0000002488-20-000008,amdform10-kfy2019.htm,0.60,low,0.95,0.570000,0.002350,2020-02-04T22:21:47.000Z,,1,SEC EDGAR,0000002488-20-000008,https://www.sec.gov/Archives/edgar/data/2488/000000248820000008/amdform10-kfy2019.htm,deterministic explicit-entity and relation-pattern extraction v2,unique_nasdaq100_match,public_at_sec_acceptance,candidate_review_required
a7276f4c590bf59678f01d0901430552efc9d255900fd861973a7dc5ba143e43,NASDAQ100:MSFT,NASDAQ100:AMD,MSFT,AMD,supplier,"If we lose Microsoft Corporation’s support for our products or other software vendors do not design and develop software to run on our products, our ability to sell our products could be materially adversely affected.",10-K,2020-02-04,2020-02-04T22:21:47.000Z,0000002488-20-000008,amdform10-kfy2019.htm,0.60,low,0.95,0.570000,0.002350,2020-02-04T22:21:47.000Z,,1,SEC EDGAR,0000002488-20-000008,https://www.sec.gov/Archives/edgar/data/2488/000000248820000008/amdform10-kfy2019.htm,deterministic explicit-entity and relation-pattern extraction v2,unique_nasdaq100_match,public_at_sec_acceptance,candidate_review_required
30b6c3d348e4ed7ed9a02dabadb4079686b449280f0d0ff5091351afb61fa10f,NASDAQ100:MSFT,NASDAQ100:AMD,MSFT,AMD,supplier,Our ability to innovate beyond the x86 instruction set controlled by Intel depends partially on Microsoft designing and developing its operating systems to run on or support our x86-based microprocessor products.,10-K,2020-02-04,2020-02-04T22:21:47.000Z,0000002488-20-000008,amdform10-kfy2019.htm,0.60,low,0.95,0.570000,0.002350,2020-02-04T22:21:47.000Z,,1,SEC EDGAR,0000002488-20-000008,https://www.sec.gov/Archives/edgar/data/2488/000000248820000008/amdform10-kfy2019.htm,deterministic explicit-entity and relation-pattern extraction v2,unique_nasdaq100_match,public_at_sec_acceptance,candidate_review_required
5351d4faf896062dea988c61c632928f13a39a842d7e7791e961b6faab30cbe5,NASDAQ100:MSFT,NASDAQ100:AMD,MSFT,AMD,supplier,"With respect to our graphics products, we depend in part on Microsoft to design and develop its operating system to run on or support our graphics products.",10-K,2020-02-04,2020-02-04T22:21:47.000Z,0000002488-20-000008,amdform10-kfy2019.htm,0.96,high,0.95,0.912000,0.003760,2020-02-04T22:21:47.000Z,,1,SEC EDGAR,0000002488-20-000008,https://www.sec.gov/Archives/edgar/data/2488/000000248820000008/amdform10-kfy2019.htm,deterministic explicit-entity and relation-pattern extraction v2,unique_nasdaq100_match,public_at_sec_acceptance,accepted
3b6c3d8bc9e7df9f3856fdaa253559c6c10f788f2737773dc7da8177b86ed296,NASDAQ100:MSFT,NASDAQ100:AMD,MSFT,AMD,supplier,"If Microsoft does not continue to design and develop its operating systems so that they work with our x86 instruction sets or does not continue to develop and maintain their operating systems to support our graphics products, independent software providers may forego designing their software applications to take advantage of our innovations and customers may not purchase PCs with our products.",10-K,2020-02-04,2020-02-04T22:21:47.000Z,0000002488-20-000008,amdform10-kfy2019.htm,0.60,low,0.95,0.570000,0.002350,2020-02-04T22:21:47.000Z,,1,SEC EDGAR,0000002488-20-000008,https://www.sec.gov/Archives/edgar/data/2488/000000248820000008/amdform10-kfy2019.htm,deterministic explicit-entity and relation-pattern extraction v2,unique_nasdaq100_match,public_at_sec_acceptance,candidate_review_required
e81cbbac921015b6a035169eb1399654452b66fe423ee811127edf937304cf68,NASDAQ100:MSFT,NASDAQ100:AMD,MSFT,AMD,supplier,"If Microsoft did not certify a driver, or if we otherwise fail to retain the support of Microsoft or other software vendors, our ability to market our products would be materially adversely affected.",10-K,2020-02-04,2020-02-04T22:21:47.000Z,0000002488-20-000008,amdform10-kfy2019.htm,0.60,low,0.95,0.570000,0.002350,2020-02-04T22:21:47.000Z,,1,SEC EDGAR,0000002488-20-000008,https://www.sec.gov/Archives/edgar/data/2488/000000248820000008/amdform10-kfy2019.htm,deterministic explicit-entity and relation-pattern extraction v2,unique_nasdaq100_match,public_at_sec_acceptance,candidate_review_required
5a298af75433543780c64fd09bffc682844f038bcfb2565466e24524329e3724,NASDAQ100:AAPL,NASDAQ100:TMUS,AAPL,TMUS,supplier,"See Note 1 – Summary of Significant Accounting Policies of the Notes to the Consolidated Financial Statements for information regarding the impact of our adoption of the new lease standard.31Table of ContentsResults of OperationsHighlights for the year ended December 31, 2019, compared to the same period in 2018•Total revenues of $45.0 billion for the year ended December 31, 2019, increased $1.7 billion, or 4%, primarily driven by growth in Service revenues, partially offset by a decrease in Equipment revenues, as further discussed below.•Service revenues of $34.0 billion for the year ended December 31, 2019, increased $2.0 billion, or 6%, primarily due to growth in our average branded customer base driven by the continued growth in existing and Greenfield markets, including the growing success of new customer segments and rate plans such as Unlimited 55+, Military, Business and Essentials and growth in other connected devices and wearables, specifically the Apple Watch, partially offset by lower postpaid phone and prepaid Average Revenue Per User (“ARPU”).•Equipment revenues of $9.8 billion for the year ended December 31, 2019, decreased $169 million, or 2%, primarily due to a decrease in the number of devices sold, excluding purchased leased devices, and a decrease in lease revenues, partially offset by higher average revenue per device sold, excluding purchased leased devices.•Operating income of $5.7 billion for the year ended December 31, 2019, increased $413 million, or 8%, primarily due to higher Service revenues, partially offset by higher Selling, general and administrative expenses and higher Cost of services.",10-K,2020-02-06,2020-02-06T21:08:16.000Z,0001283699-20-000026,tmus-20191231.htm,0.60,low,0.95,0.570000,0.002368,2020-02-06T21:08:16.000Z,,1,SEC EDGAR,0001283699-20-000026,https://www.sec.gov/Archives/edgar/data/1283699/000128369920000026/tmus-20191231.htm,deterministic explicit-entity and relation-pattern extraction v2,unique_nasdaq100_match,public_at_sec_acceptance,candidate_review_required
a786218b235839bdd56f70ccc98be83cb90ed81d807e51804fd64c36308834db,NASDAQ100:EBAY,NASDAQ100:PYPL,EBAY,PYPL,supplier,"Amended and Restated Employee Stock Purchase Plan 8-K 5/25/2018 10.21+ Offer Letter dated September 29, 2014 between eBay Inc. and Daniel Schulman.",10-K,2020-02-06,2020-02-06T21:28:40.000Z,0001633917-20-000028,pypl201910-k.htm,0.60,low,0.95,0.570000,0.002368,2020-02-06T21:28:40.000Z,,1,SEC EDGAR,0001633917-20-000028,https://www.sec.gov/Archives/edgar/data/1633917/000163391720000028/pypl201910-k.htm,deterministic explicit-entity and relation-pattern extraction v2,unique_nasdaq100_match,public_at_sec_acceptance,candidate_review_required
1544d465857a91d833b11b8066949aba6b30cbf983d3c9a3ea876ef34baa14fd,NASDAQ100:FAST,NASDAQ100:MTCH,FAST,MTCH,customer,The lockers are available in multiple configurations and the helix format is configurable to accommodate the various sizes and forms of products that will be dispensed to match the unique needs of our customers.,10-K,2020-02-06,2020-02-06T17:52:03.000Z,0000815556-20-000011,fast1231201910-k.htm,0.60,low,0.95,0.570000,0.002368,2020-02-06T17:52:03.000Z,,1,SEC EDGAR,0000815556-20-000011,https://www.sec.gov/Archives/edgar/data/815556/000081555620000011/fast1231201910-k.htm,deterministic explicit-entity and relation-pattern extraction v2,unique_nasdaq100_match,public_at_sec_acceptance,candidate_review_required
8ae3e11e53ee6171c48346a217cdf50806e77779bb612b186d1fbb7e087a83cd,NASDAQ100:MTCH,NASDAQ100:PYPL,MTCH,PYPL,supplier,Our buyer protection program provides protection to consumers for qualifying purchases by reimbursing the consumer for the full amount of the purchase if a purchased item does not arrive or does not match the seller’s description.,10-K,2020-02-06,2020-02-06T21:28:40.000Z,0001633917-20-000028,pypl201910-k.htm,0.60,low,0.95,0.570000,0.002368,2020-02-06T21:28:40.000Z,,1,SEC EDGAR,0001633917-20-000028,https://www.sec.gov/Archives/edgar/data/1633917/000163391720000028/pypl201910-k.htm,deterministic explicit-entity and relation-pattern extraction v2,unique_nasdaq100_match,public_at_sec_acceptance,candidate_review_required
26e4e98b6fe28bd2142e4a927fd4abded39605b89a8d2fb0779ca3f0e54b046a,NASDAQ100:MTCH,NASDAQ100:PYPL,MTCH,PYPL,supplier,Our Buyer Protection Program provides protection to consumers for qualifying purchases by reimbursing the consumer for the full amount of the purchase if a purchased item does not arrive or does not match the seller’s description.,10-K,2020-02-06,2020-02-06T21:28:40.000Z,0001633917-20-000028,pypl201910-k.htm,0.60,low,0.95,0.570000,0.002368,2020-02-06T21:28:40.000Z,,1,SEC EDGAR,0001633917-20-000028,https://www.sec.gov/Archives/edgar/data/1633917/000163391720000028/pypl201910-k.htm,deterministic explicit-entity and relation-pattern extraction v2,unique_nasdaq100_match,public_at_sec_acceptance,candidate_review_required
830e75d6ebb1d3be3fb3d539a59170d4cd323017bfb5fed7902168b9ee178453,NASDAQ100:TMUS,NASDAQ100:AAPL,TMUS,AAPL,customer,"For a discussion and analysis of the year ended December 31, 2018, compared to the same period in 2017 please refer to Management’s Discussion and Analysis of Financial Condition and Results of Operations included in Part II, Item 7 of our Annual Report on Form 10-K for the year ended December 31, 2018, filed with the SEC on February 7, 2019.Total revenues increased $1.7 billion, or 4%, as discussed below.Branded postpaid revenues increased $1.8 billion, or 9%, primarily from:•Higher average branded postpaid phone customers, primarily from growth in our customer base driven by the continued growth in existing and Greenfield markets, including the growing success of new customer segments and rate plans such as Unlimited 55+, Military, Business and Essentials; and •Higher average branded postpaid other customers, driven by higher other connected devices and wearables, specifically the Apple Watch; partially offset by•Lower branded postpaid phone ARPU.",10-K,2020-02-06,2020-02-06T21:08:16.000Z,0001283699-20-000026,tmus-20191231.htm,0.60,low,0.95,0.570000,0.002368,2020-02-06T21:08:16.000Z,,1,SEC EDGAR,0001283699-20-000026,https://www.sec.gov/Archives/edgar/data/1283699/000128369920000026/tmus-20191231.htm,deterministic explicit-entity and relation-pattern extraction v2,unique_nasdaq100_match,public_at_sec_acceptance,candidate_review_required
397992b151b30fedeccf7c9acdb46e61fad79e5374b67a072f1f45c6ab87615b,NASDAQ100:TMUS,NASDAQ100:AAPL,TMUS,AAPL,customer,"We believe branded postpaid customers per account provides management, investors and analysts with useful information to evaluate our branded postpaid customer base.The following table sets forth the branded postpaid customers per account:As of December 31, 2019 Versus 20182018 Versus 2017201920182017# Change% Change# Change% ChangeBranded postpaid customers per account3.13 3.03 2.93 0.10 3 %0.10 3 %Branded postpaid customers per account increased 3% primarily from continued growth of new customer segments and rate plans such as Unlimited 55+, Military, Business and Essentials, promotional activities targeting families and the continued success of other connected devices and wearables, specifically tablets and the Apple Watch.39Table of ContentsStarting with the three months ended March 31, 2020, we plan to report Average Revenue per Postpaid Account or Postpaid ARPA, in addition to our existing ARPU metrics, reflecting the increasing importance of non-phone devices to our customers.",10-K,2020-02-06,2020-02-06T21:08:16.000Z,0001283699-20-000026,tmus-20191231.htm,0.60,low,0.95,0.570000,0.002368,2020-02-06T21:08:16.000Z,,1,SEC EDGAR,0001283699-20-000026,https://www.sec.gov/Archives/edgar/data/1283699/000128369920000026/tmus-20191231.htm,deterministic explicit-entity and relation-pattern extraction v2,unique_nasdaq100_match,public_at_sec_acceptance,candidate_review_required
b2d2d5632ee20d20069fa8736801a42cbedd66df84949f5061af89bc86f24a1d,NASDAQ100:MSFT,NASDAQ100:CERN,MSFT,CERN,supplier,"For instance, we currently depend on Amazon Web Services, Microsoft, Cloudera, Oracle, VMWare and IBM technologies for portions of the operational capabilities of, among others, our Millennium and HealtheIntent solutions.",10-K,2020-02-10,2020-02-10T16:03:23.000Z,0000804753-20-000007,a201910-k.htm,0.96,high,0.95,0.912000,0.003848,2020-02-10T16:03:23.000Z,,1,SEC EDGAR,0000804753-20-000007,https://www.sec.gov/Archives/edgar/data/804753/000080475320000007/a201910-k.htm,deterministic explicit-entity and relation-pattern extraction v2,unique_nasdaq100_match,public_at_sec_acceptance,accepted
19fe8ba0b5aabcf2e32a55abc9b67659f4010cd060765d2c52241be11bb7e3bb,NASDAQ100:MSFT,NASDAQ100:CERN,MSFT,CERN,supplier,"Our remote hosting and cloud services businesses also rely on a limited number of software and services suppliers for certain functions of these businesses, such as Oracle, NetApp, Microsoft, Veritas, CITRIX, GTT and Equinix.",10-K,2020-02-10,2020-02-10T16:03:23.000Z,0000804753-20-000007,a201910-k.htm,0.60,low,0.95,0.570000,0.002405,2020-02-10T16:03:23.000Z,,1,SEC EDGAR,0000804753-20-000007,https://www.sec.gov/Archives/edgar/data/804753/000080475320000007/a201910-k.htm,deterministic explicit-entity and relation-pattern extraction v2,unique_nasdaq100_match,public_at_sec_acceptance,candidate_review_required
73473f1952d827d49ae9d9e58e89395cb7c50ee2fa5bbaf11c24b357d4becb38,NASDAQ100:DXCM,NASDAQ100:GOOG,DXCM,GOOG,strategic_partner,"Verily Collaboration On November 20, 2018, we entered into an Amended and Restated Collaboration and License Agreement with Verily Life Sciences LLC (an Alphabet Company) and Verily Ireland Limited (collectively, Verily), which we refer to as the Restated Collaboration Agreement.",10-K,2020-02-13,2020-02-13T22:17:25.000Z,0001093557-20-000029,dxcm-12312019x10kasof1.htm,0.82,medium,0.95,0.779000,0.003325,2020-02-13T22:17:25.000Z,,0,SEC EDGAR,0001093557-20-000029,https://www.sec.gov/Archives/edgar/data/1093557/000109355720000029/dxcm-12312019x10kasof1.htm,deterministic explicit-entity and relation-pattern extraction v2,unique_nasdaq100_match,public_at_sec_acceptance,accepted
da418383672f0049a94074102d99ee93b59b70d64ecde9fe586b1d12a7537206,NASDAQ100:DXCM,NASDAQ100:GOOG,DXCM,GOOG,strategic_partner,"Development and Other Agreements Collaboration with Verily Life Sciences On November 20, 2018, we entered into an Amended and Restated Collaboration and License Agreement with Verily Life Sciences LLC (an Alphabet Company) and Verily Ireland Limited (collectively, Verily), which we refer to as the Restated Collaboration Agreement.",10-K,2020-02-13,2020-02-13T22:17:25.000Z,0001093557-20-000029,dxcm-12312019x10kasof1.htm,0.82,medium,0.95,0.779000,0.003325,2020-02-13T22:17:25.000Z,,0,SEC EDGAR,0001093557-20-000029,https://www.sec.gov/Archives/edgar/data/1093557/000109355720000029/dxcm-12312019x10kasof1.htm,deterministic explicit-entity and relation-pattern extraction v2,unique_nasdaq100_match,public_at_sec_acceptance,accepted
992b165a49fb56aebbf4b9089d63cb33abf07053f4e03842a969feeac8b52094,NASDAQ100:DXCM,NASDAQ100:GOOGL,DXCM,GOOGL,strategic_partner,"Verily Collaboration On November 20, 2018, we entered into an Amended and Restated Collaboration and License Agreement with Verily Life Sciences LLC (an Alphabet Company) and Verily Ireland Limited (collectively, Verily), which we refer to as the Restated Collaboration Agreement.",10-K,2020-02-13,2020-02-13T22:17:25.000Z,0001093557-20-000029,dxcm-12312019x10kasof1.htm,0.82,medium,0.95,0.779000,0.003325,2020-02-13T22:17:25.000Z,,0,SEC EDGAR,0001093557-20-000029,https://www.sec.gov/Archives/edgar/data/1093557/000109355720000029/dxcm-12312019x10kasof1.htm,deterministic explicit-entity and relation-pattern extraction v2,unique_nasdaq100_match,public_at_sec_acceptance,accepted
